rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Wifi,Free parking on premises,TV,Washer,Paid crib - available upon request,Children’s books and toys for ages 2-5 years old,Baby bath - available upon request,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,City skyline view,Mountain view,Kitchen,Dedicated workspace,Shared outdoor pool - available all year, open specific hours, infinity, rooftop,Shared hot tub - open specific hours,Superhost,Shared pool,Private hot tub,55 inch HDTV with Netflix, premium cable,Elevator,Fast wifi – 158 Mbps,Free parking garage on premises – 1 space,60 inch HDTV with Netflix,Free washer – In unit,Portable air conditioning,Pets allowed
23,380,180,0,200,0,0,0,0,0,734163826478818161,Apartment in Bucaramanga,01/18/25 - 01/21/25,112,17,10,4.83,4.83 (58),13,https://www.airbnb.com/rooms/734163826478818161?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,28,3,83,0.7410714285714286,13,16,29,0.25892857142857145,5 beds,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,
24,375,195,0,180,0,0,0,0,0,686969237640624557,Apartment in Bucaramanga,01/18/25 - 01/21/25,102,14,10,4.74,4.74 (96),17,https://www.airbnb.com/rooms/686969237640624557?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,28,3,84,0.8235294117647058,5,13,18,0.17647058823529413,1 double bed,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,
25,375,200,0,175,0,0,0,0,0,1045133887817310576,Apartment in Bucaramanga,01/18/25 - 01/21/25,101,13,9,4.71,4.71 (14),18,https://www.airbnb.com/rooms/1045133887817310576?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,27,3,80,0.7920792079207921,7,14,21,0.2079207920792079,2 beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,370,210,0,160,0,0,0,0,0,1306757463655611420,Apartment in Bucaramanga,01/18/25 - 01/21/25,90,11,7,4.67,4.67 (9),21,https://www.airbnb.com/rooms/1306757463655611420?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,23,3,69,0.7666666666666667,8,13,21,0.23333333333333334,1 bed,true,true,true,true,,,,,true,false,false,true,,,true,true,,,,,,,true,,,,,,true
27,365,170,0,195,0,0,0,0,0,715417278609627990,Condo in Bucaramanga,01/18/25 - 01/21/25,117,19,12,4.82,4.82 (101),14,https://www.airbnb.com/rooms/715417278609627990?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,30,3,105,0.8974358974358975,11,17,28,0.23931623931623933,3 beds,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,
28,365,210,0,155,0,0,0,0,0,1216827046005933428,Apartment in Bucaramanga,01/18/25 - 01/21/25,90,11,7,4.65,4.65 (26),22,https://www.airbnb.com/rooms/1216827046005933428?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,23,3,68,0.7555555555555555,9,13,22,0.24444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,360,165,0,195,0,0,0,0,0,13527873,Apartment in Floridablanca,01/18/25 - 01/21/25,118,20,11,4.82,4.82 (71),14,https://www.airbnb.com/rooms/13527873?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,29,3,86,0.7288135593220338,15,17,32,0.2711864406779661,2 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
30,355,180,0,175,0,0,0,0,0,707756958689793274,Apartment in Bucaramanga,01/18/25 - 01/21/25,112,17,16,4.71,4.71 (73),18,https://www.airbnb.com/rooms/707756958689793274?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,37,3,177,1.5803571428571428,0,0,0,0,2 double beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,350,115,0,235,0,0,0,0,0,675887603105093956,Loft in Bucaramanga,01/18/25 - 01/21/25,180,30,20,4.93,4.93 (162),6,https://www.airbnb.com/rooms/675887603105093956?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,48,3,145,0.8055555555555556,10,25,35,0.19444444444444445,,true,true,true,,,,,,true,,false,true,true,true,true,true,true,true,,,,,,,,,,,
32,350,125,0,225,0,0,0,0,0,48941808,Condo in Bucaramanga,01/18/25 - 01/21/25,171,28,19,4.9,4.9 (157),8,https://www.airbnb.com/rooms/48941808?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,43,3,129,0.7543859649122807,21,21,42,0.24561403508771928,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
