rank,totalRankScore,priceRankScore,reviewRankScore,id,title,dates,totalPrice,totalPriceRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,priceRank,Kitchen,Wifi,Dedicated workspace,TV,Washer,Free dryer – In unit,Air conditioning,Private patio or balcony,Carbon monoxide alarm,Smoke alarm,Free parking on premises,Pets allowed,Backyard,TV with standard cable,Luggage dropoff allowed,Refrigerator,Elevator,Paid dryer – In building,Microwave,Exterior security cameras on property,Pool,Hot tub,Free street parking,City skyline view,Mountain view,Fast wifi – 77 Mbps,Free washer – In unit,Free residential garage on premises – 1 space,AC - split type ductless system,Fast wifi – 567 Mbps,Paid washer – In building,Free parking garage on premises – 1 space,40 inch HDTV,Dryer,HDTV with standard cable,Shared hot tub - available all year, open specific hours,HDTV with standard cable, Amazon Prime Video, Disney+, HBO Max, Netflix,Free washer – In building
1,180,90,90,1198709488154080626,Apartment in Sabaneta,01/18/25 - 01/21/25,107,1,5,5.0 (23),1,https://www.airbnb.com/rooms/1198709488154080626?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,74,0.6915887850467289,20,13,33,0.308411214953271,1 bed,1,true,true,true,true,true,true,true,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,175,85,90,1080734644084993575,Apartment in Medellín,01/18/25 - 01/21/25,113,2,5,5.0 (19),1,https://www.airbnb.com/rooms/1080734644084993575?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,97,0.8584070796460177,0,16,16,0.1415929203539823,,2,true,true,true,true,true,,,,false,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,
6,135,45,90,1215240162994784824,Apartment in Medellín,01/18/25 - 01/21/25,155,10,5,5.0 (10),1,https://www.airbnb.com/rooms/1215240162994784824?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,118,0.7612903225806451,15,22,37,0.23870967741935484,1 bed,6,true,true,true,,true,,true,,false,false,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,
8,120,30,90,1263769456381535784,Apartment in Medellín,01/18/25 - 01/21/25,169,13,5,5.0 (12),1,https://www.airbnb.com/rooms/1263769456381535784?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,165,0.9763313609467456,0,21,21,0.1242603550295858,,8,true,true,true,true,,,true,,,,true,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,
9,115,25,90,1267397063698233160,Apartment in Itagüi,01/18/25 - 01/21/25,172,14,5,5.0 (4),1,https://www.airbnb.com/rooms/1267397063698233160?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,136,0.7906976744186046,30,24,54,0.313953488372093,,9,true,true,,true,true,,,,,,true,true,,,,,true,,,true,true,true,,,,,,,,,,,,,,,,
14,110,20,90,1276215525694557976,Apartment in Sabaneta,01/18/25 - 01/21/25,176,15,5,5.0 (6),1,https://www.airbnb.com/rooms/1276215525694557976?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,0.7329545454545454,22,25,47,0.26704545454545453,,14,true,true,true,true,true,true,,,,,,true,,,,,true,,,true,,,true,,,,,,,,,,,,,,,
3,160,75,85,776030602477094820,Apartment in Las Lomitas,01/18/25 - 01/21/25,130,4,4.98,4.98 (46),2,https://www.airbnb.com/rooms/776030602477094820?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,98,0.7538461538461538,14,18,32,0.24615384615384617,2 beds,3,true,true,true,true,,,,,false,false,true,,,,,,,,,true,,,,true,true,,,,,,,,,,,,,
15,90,10,80,1020436143435914892,Apartment in Sabaneta,01/18/25 - 01/21/25,190,17,4.97,4.97 (33),3,https://www.airbnb.com/rooms/1020436143435914892?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,143,0.7526315789473684,20,27,47,0.24736842105263157,,15,true,,true,true,,,,,false,,true,,,,,,true,,,,,,,true,true,true,true,,,,,,,,,,,
17,85,5,80,1009614986162695739,Home in Itagüi,01/18/25 - 01/21/25,192,18,4.97,4.97 (37),3,https://www.airbnb.com/rooms/1009614986162695739?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,57,3,170,0.8854166666666666,22,0,22,0.11458333333333333,3 beds,17,true,true,,true,,,,,false,false,,true,,,,,,,,true,,,,,,,true,true,true,,,,,,,,,
4,155,80,75,1267570302224081748,Loft in Medellín,01/18/25 - 01/21/25,129,3,4.96,4.96 (24),4,https://www.airbnb.com/rooms/1267570302224081748?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,1,0,0,0,0,,4,true,true,true,true,true,,,,false,false,,true,,,,,true,,,true,,,,,,,,,,,,,,,,,,
