rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Wifi,Free parking on premises,TV,Washer,Paid crib - available upon request,Children’s books and toys for ages 2-5 years old,Baby bath - available upon request,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,Courtyard view,Kitchen,Dedicated workspace,Pets allowed,32 inch HDTV with Netflix,Free washer – In unit,Private patio or balcony,HDTV,Hair dryer,Garden view,Patio or balcony,Backyard,Air conditioning,Smoking allowed,Elevator,Central air conditioning,Pool,Shared outdoor pool - open specific hours,infinity,Hot tub,50 inch HDTV,Paid washer – In unit,City skyline view,Mountain view,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV with premium cable,Free parking garage on premises – 1 space,Refrigerator,Microwave,Shared sauna,Luggage dropoff allowed,Shared hot tub - available all year,43 inch HDTV with standard cable,Netflix,Disney+,Amazon Prime Video,Fast wifi – 66 Mbps,Shared pool,Pack ’n play/Travel crib,Fire pit,Free dryer – In unit,Superhost,Lake access,Shared pool - available all year,Washer – In unit,Private hot tub,Private outdoor pool - available all year,open 24 hours,Fast wifi – 244 Mbps,Shared pool - open specific hours,Shared hot tub,43 inch HDTV with Fire TV,Fast wifi – 179 Mbps,Free washer,Free street parking,Fast wifi – 325 Mbps,43 inch HDTV with Amazon Prime Video,Apple TV,standard cable,Park view,Wifi – 34 Mbps,Free carport on premises,40 inch HDTV with premium cable,HDTV with Netflix,Free residential garage on premises – 1 space,Haceb refrigerator,Fast wifi – 129 Mbps,32 inch HDTV with Amazon Prime Video,Sauna,Shared hot tub - open specific hours,41 inch HDTV with HBO Max,Chromecast,premium cable,Free driveway parking on premises – 4 spaces,lap pool,TV with Netflix,Roku,Paid washer,Fast wifi – 183 Mbps,Paid washer – In building,Fast wifi – 294 Mbps,Free carport on premises – 1 space,43 inch HDTV with premium cable,HBO Max,Dryer – In unit,Fast wifi – 185 Mbps,Free residential garage on premises,55 inch HDTV with Amazon Prime Video,Fire TV,Private hot tub - available all year,49 inch HDTV with Netflix,Private indoor pool - available all year,50 inch HDTV with standard cable,Shared patio or balcony,TV with standard cable,Shared backyard – Fully fenced,Long term stays allowed,Indoor pool - available all year,55 inch HDTV with HBO Max,43 inch HDTV,Dryer,Free driveway parking on premises – 2 spaces,55 inch HDTV with Netflix,Shared pool -,AC - split type ductless system,Fast wifi – 517 Mbps,Free driveway parking on premises – 1 space,Wifi – 36 Mbps,Free parking garage on premises – 2 spaces,TV with premium cable,Fast wifi – 158 Mbps,60 inch HDTV with Netflix,Portable air conditioning,Fast wifi – 125 Mbps,Shared indoor pool - open specific hours,48 inch HDTV,Fast wifi – 193 Mbps,102 inch HDTV with Netflix,Centrales refrigerator,Whirlpool refrigerator,HDTV with HBO Max,55 inch HDTV with Disney+,32 inch HDTV with standard cable,Crib,High chair,Fast wifi – 101 Mbps,42 inch HDTV with Netflix,Fast wifi – 260 Mbps,32 inch HDTV with Roku,42 inch HDTV with standard cable,40 inch HDTV,Bathtub,HDTV with Amazon Prime Video,Shared indoor pool - available all year,49 inch HDTV,Fast wifi – 535 Mbps,Free parking garage on premises,47 inch HDTV with Netflix,Fast wifi – 485 Mbps,49 inch HDTV with Amazon Prime Video,Shared backyard – Not fully fenced,Samsung refrigerator,37 inch HDTV with standard cable,Fast wifi – 429 Mbps,101 inch HDTV with standard cable,DVD player,Window AC unit,heated,Free residential garage on premises – 14 spaces,olympic-sized,pool toys,32 inch HDTV with Disney+,40 inch HDTV with standard cable,Mabe refrigerator,Fast wifi – 61 Mbps,HDTV with standard cable,50 inch HDTV with premium cable,Electrolux refrigerator,Pool view,46 inch HDTV with Netflix,Private sauna,Free residential garage on premises – 2 spaces,HDTV with Chromecast,EV charger - level 1,Private pool,140 inch TV,50 inch HDTV with Amazon Prime Video,43 inch TV,Private gym in building,Fast wifi – 488 Mbps,Shared backyard,Free driveway parking on premises – 5 spaces,Paid parking off premises,Private indoor pool,49 inch HDTV with premium cable,Free dryer – In building,Paid parking lot off premises,Shared outdoor pool - available seasonally,Free dryer,,Shared indoor pool - available seasonally,65 inch HDTV with Chromecast,60 inch HDTV with HBO Max,65 inch HDTV with Disney+,Fast wifi – 440 Mbps,70 inch HDTV with HBO Max,Free parking garage on premises – 83 spaces,50 inch TV with premium cable,Fast wifi – 137 Mbps,Fast wifi – 292 Mbps,Free residential garage on premises – 6 spaces,Private pool - available all year,55 inch HDTV,Pool - available seasonally,Private outdoor pool - open specific hours,Fast wifi – 82 Mbps,Free carport on premises – 2 spaces,55 inch HDTV with premium cable,Free parking on premises – 3 spaces,Challenger refrigerator,Shared indoor pool - open 24 hours,Fast wifi – 71 Mbps,Free parking on premises – 1 space,Fast wifi – 155 Mbps,127 inch HDTV with Netflix,Free parking on premises – 10 spaces,Fast wifi – 67 Mbps,42 inch HDTV with premium cable,43 inch HDTV with Netflix,Kaley refrigerator,Fast wifi – 347 Mbps,50 inch HDTV with Netflix,LikeIt,MessageSent,Responded,priceRankScore,Tab Order,priceRank,65 inch HDTV with Amazon Prime Video,TabOrder,Fast wifi – 314 Mbps,Bay view,Shared beach access,Fast wifi – 111 Mbps,Beach access – Beachfront,Ocean view,58 inch HDTV with Netflix,Fast wifi – 59 Mbps,Lake view,Wifi – 10 Mbps,37 inch HDTV with Chromecast,Private backyard – Not fully fenced,Children’s books and toys,Indoor fireplace
14,95,,,75,,,,,,667677702965621944,Condo in Bucaramanga,01/18/25 - 01/21/25,187,15,,4.92,4.92 (36),4,https://www.airbnb.com/rooms/667677702965621944?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,144,0.7700534759,20,23,43,0.2299465241,,,,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.airbnb.com/guest/messages/2029761484,Yes,20,6,14,,,,,,,,,,,,,,,,
15,95,,,30,,,,,,686969237640624557,Apartment in Bucaramanga,01/18/25 - 01/21/25,103,6,,4.74,4.74 (96),13,https://www.airbnb.com/rooms/686969237640624557?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,85,0.8252427184,5,13,18,0.1747572816,1 double bed,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,15,,,,,,,,,,,,,,,,
16,90,,,50,,,,,,13527873,Apartment in Floridablanca,01/18/25 - 01/21/25,116,11,,4.82,4.82 (71),9,https://www.airbnb.com/rooms/13527873?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,85,0.7327586207,15,16,31,0.2672413793,2 beds,,TRUE,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,16,,,,,,,,,,,,,,,,
17,90,,,40,,,,,,1320409877342060855,Apartment in Floridablanca,01/18/25 - 01/21/25,111,9,,,New,11,https://www.airbnb.com/rooms/1320409877342060855?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,99,0.8918918919,12,0,12,0.1081081081,2 beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,,TRUE,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,17,,,,,,,,,,,,,,,,
18,85,,,75,,,,,,15208336,Condo in Bucaramanga,01/18/25 - 01/21/25,222,17,,4.92,4.92 (83),4,https://www.airbnb.com/rooms/15208336?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,58,3,175,0.7882882883,16,31,47,0.2117117117,1 king bed,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.airbnb.com/guest/messages/2029768167,,10,99,18,,,,,,,,,,,,,,,,
1,170,,,90,,,,,,1304396849235169303,Apartment in Bucaramanga,01/18/25 - 01/21/25,80,3,,5,5.0 (6),1,https://www.airbnb.com/rooms/1304396849235169303?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,68,0.85,1,11,12,0.15,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,1,,,,,,,,,,,,,,,,
2,165,,,90,,,,,,44316753,Farm stay in Bucaramanga,01/18/25 - 01/21/25,93,4,,5,5.0 (33),1,https://www.airbnb.com/rooms/44316753?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,75,0.8064516129,5,13,18,0.1935483871,,,TRUE,,,TRUE,,,,,FALSE,FALSE,,,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,2,,,,,,,,,,,,,,,,
3,165,,,80,,,,,,973911363769975767,Apartment in Bucaramanga,01/18/25 - 01/21/25,69,2,,4.96,4.96 (114),3,https://www.airbnb.com/rooms/973911363769975767?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,18,3,54,0.7826086957,5,10,15,0.2173913043,,,TRUE,TRUE,TRUE,,,,,,FALSE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,3,,,,,,,,,,,,,,,,
4,150,,,80,,,,,,1156431062893943461,Apartment in Bucaramanga,01/18/25 - 01/21/25,94,5,,4.96,4.96 (24),3,https://www.airbnb.com/rooms/1156431062893943461?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,75,0.7978723404,6,13,19,0.2021276596,,,,,,,,,,,FALSE,FALSE,,,,,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,4,,,,,,,,,,,,,,,,
5,140,,,90,,,,,,963699173546471080,Loft in Bucaramanga,01/18/25 - 01/21/25,113,9,,5,5.0 (13),1,https://www.airbnb.com/rooms/963699173546471080?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,89,0.7876106195,10,14,24,0.2123893805,2 beds,,TRUE,TRUE,,,,,,,FALSE,,,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,5,,,,,,,,,,,,,,,,
6,140,,,75,,,,,,568194830638461378,Guest suite in Bucaramanga,01/18/25 - 01/21/25,107,6,,4.95,4.95 (56),4,https://www.airbnb.com/rooms/568194830638461378?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,84,0.785046729,8,15,23,0.214953271,,,,,,,,,,,FALSE,FALSE,,,TRUE,,TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,6,,,,,,,,,,,,,,,,
7,140,,,50,,,,,,658021841739109668,Condo in Bucaramanga,01/18/25 - 01/21/25,68,1,,4.81,4.81 (136),9,https://www.airbnb.com/rooms/658021841739109668?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,16,3,49,0.7205882353,9,10,19,0.2794117647,2 beds,,,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,7,,,,,,,,,,,,,,,,
8,135,,,55,,,,,,1018383185869001201,Apartment in Bucaramanga,01/18/25 - 01/21/25,80,3,,4.85,4.85 (100),8,https://www.airbnb.com/rooms/1018383185869001201?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,69,0.8625,0,11,11,0.1375,,,TRUE,,TRUE,,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,8,,,,,,,,,,,,,,,,
9,130,,,70,,,,,,829753909364882966,Apartment in Floridablanca,01/18/25 - 01/21/25,111,7,,4.94,4.94 (18),5,https://www.airbnb.com/rooms/829753909364882966?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,85,0.7657657658,10,16,26,0.2342342342,2 beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,https://www.airbnb.com/guest/messages/2029768167,Yes,60,,9,,4,,,,,,,,,,,,,,
10,120,,,80,,,,,,669040747084910067,Condo in Floridablanca,01/18/25 - 01/21/25,137,11,,4.96,4.96 (46),3,https://www.airbnb.com/rooms/669040747084910067?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,109,0.795620438,9,19,28,0.204379562,2 beds,,TRUE,,TRUE,TRUE,,,,,FALSE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.airbnb.com/guest/messages/2029792729,No,40,,10,,3,,,,,,,,,,,,,,
11,115,,,90,,,,,,1258951616897352849,Apartment in Floridablanca,01/18/25 - 01/21/25,171,14,,5,5.0 (6),1,https://www.airbnb.com/rooms/1258951616897352849?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,147,0.8596491228,0,24,24,0.1403508772,3 beds,,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.airbnb.com/guest/messages/2029796619,No,25,,11,,5,,,,,,,,,,,,,,
12,115,,,85,,,,,,1059444961124207286,Apartment in Floridablanca,01/18/25 - 01/21/25,161,13,,4.97,4.97 (32),2,https://www.airbnb.com/rooms/1059444961124207286?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.7639751553,15,23,38,0.2360248447,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.airbnb.com/guest/messages/2029798242,No,30,,12,,,,,,,,,,,,,,,,
13,115,,,60,,,,,,734163826478818161,Apartment in Bucaramanga,01/18/25 - 01/21/25,112,8,,4.89,4.89 (54),7,https://www.airbnb.com/rooms/734163826478818161?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,82,0.7321428571,14,16,30,0.2678571429,5 beds,,TRUE,TRUE,,,,,,,FALSE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.airbnb.com/guest/messages/2029799884,No,55,,13,,,,,,,,,,,,,,,,
14,115,,,60,,,,,,41340713,Apartment in Bucaramanga,01/18/25 - 01/21/25,112,8,,4.89,4.89 (114),7,https://www.airbnb.com/rooms/41340713?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,85,0.7589285714,11,16,27,0.2410714286,4 beds,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,14,,,,,,,,,,,,,,,,
15,110,,,45,,,,,,707756958689793274,Apartment in Bucaramanga,01/18/25 - 01/21/25,107,6,,4.72,4.72 (72),10,https://www.airbnb.com/rooms/707756958689793274?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,170,1.588785047,0,0,0,0,2 double beds,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.airbnb.com/guest/messages/2029801749,No,65,,15,,,,,,,,,,,,,,,,
16,85,,,65,,,,,,732051270064253273,Apartment in Bucaramanga,01/18/25 - 01/21/25,206,15,,4.93,4.93 (54),6,https://www.airbnb.com/rooms/732051270064253273?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,54,3,163,0.7912621359,14,29,43,0.2087378641,,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanted To,but Airbnb says I have to wait,,20,,16,,,,,,,,,,,,,,,
17,80,,,35,,,,,,876596912047259737,Apartment in Bucaramanga,01/18/25 - 01/21/25,135,10,,4.69,4.69 (54),12,https://www.airbnb.com/rooms/876596912047259737?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.7555555556,14,19,33,0.2444444444,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Wanted To,but Airbnb says I have to wait,,45,,17,,,,,,,,,,,,,,,
18,75,,,40,,,,,,761161251498209511,Loft in Bucaramanga,01/18/25 - 01/21/25,148,12,,4.7,4.7 (33),11,https://www.airbnb.com/rooms/761161251498209511?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,116,0.7837837838,11,21,32,0.2162162162,1 bed,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Wanted To,but Airbnb says I have to wait,,35,,18,,,,,,,,,,,,,,,
1,170,,,90,,,,,,994169794460206129,Apartment in Bucaramanga,01/18/25 - 01/21/25,84,3,,5,5.0 (18),1,https://www.airbnb.com/rooms/994169794460206129?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,20,3,61,0.7261904762,11,12,23,0.2738095238,2 beds,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,1,,,,,,,,,,,,,,,,
2,170,,,85,,,,,,753134201937094427,Condo in Bucaramanga,01/18/25 - 01/21/25,78,2,,4.97,4.97 (29),2,https://www.airbnb.com/rooms/753134201937094427?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,22,3,67,0.858974359,0,11,11,0.141025641,,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,2,,,,,,,,,,,,,,,,
